"model_name","id","AIC","horizon","pred","actual"
"9ni",24,75.0796959865278,40,0.148630378633182,0
"2i",24,-10.7187994856012,60,0.221733580027477,0
"2ni",24,-14.5722813149848,60,0.221484526121617,0
"3i",24,-4.75857465721987,60,0.207738401387389,0
"3ni",24,-16.0701006640856,60,0.169540896352032,0
"4i",24,22.3564894452578,60,0.341721574868171,0
"4ni",24,1.69536604280825,60,0.170000014320335,0
"9ni",24,97.4761350287756,60,0.26519846779238,0
"2i",24,-39.0461169876395,80,0.319453762787701,1
"2ni",24,-42.97419650024,80,0.319641079042536,1
"3i",24,-51.3901162333151,80,0.291229998442192,1
"3ni",24,-63.6632695708222,80,0.280881031644365,1
"4i",24,-41.0243007795945,80,0.311310401194012,1
"4ni",24,-78.4022841556895,80,0.251906845376723,1
"9ni",24,69.0291109589772,80,0.242579265642225,1
"2i",25,-1.6847175066749,40,-0.00139307793711649,0
"2ni",25,-8.33628808596936,40,2.60313569785734e-07,0
"3i",25,4.17822733514711,40,-5.40201145911295e-14,0
"3ni",25,40.7330830418395,40,-2.59144302224167e-09,0
"4i",25,-5.18542841384701,40,-2.34927703349807e-15,0
"4ni",25,-23.930385122651,40,0.000890570072245554,0
"9ni",25,57.3867713819066,40,0.000701120689191701,0
"2i",25,-85.3363569917137,60,9.31945616588078e-05,0
"2ni",25,-88.3865581347817,60,5.91701144958703e-05,0
"3i",25,-91.1634489785841,60,-2.28289585984065e-14,0
"3ni",25,-110.412378116675,60,-1.74444205472187e-08,0
"4i",25,-37.3235052287432,60,6.22848413749159e-14,0
"4ni",25,-109.939392096096,60,-9.31946715369204e-06,0
"9ni",25,18.7313628466131,60,0.00815999202846978,0
"2i",25,-218.584852600585,80,-0.000232309691731512,0
"2ni",25,-220.699917083809,80,-3.08474370132406e-05,0
"3i",25,-220.281072208627,80,1.48212182272109e-10,0
"3ni",25,-250.073484868904,80,-2.03570677076712e-06,0
"4i",25,-188.193987143423,80,1.56868567019626e-08,0
"4ni",25,-255.97011451219,80,1.62473796613335e-06,0
"9ni",25,-103.346729450745,80,-0.000686369077799745,0
"2i",26,-254.823847139485,40,0.0120703888369114,0
"2ni",26,-203.747865225844,40,0.00958073071665813,0
"3i",26,-60.9779265895248,40,0.0045302732278559,0
"3ni",26,-257.148876086399,40,0.00377888465032172,0
"4i",26,-35.8601421311574,40,0.00623221632075494,0
"4ni",26,-210.828935314808,40,-0.0329783245059385,0
"9ni",26,-167.470426204834,40,-0.423309992808816,0
"2i",26,-313.137068098403,60,0.0121017771754332,0
"2ni",26,-360.517283419687,60,0.0401740159374687,0
"3i",26,-51.1118362401426,60,0.0383287030601675,0
"3ni",26,-384.73211558124,60,-0.0580904732607684,0
"4i",26,-10.6608040077063,60,0.043865614872438,0
"4ni",26,-306.23750690821,60,0.0280024106619612,0
"9ni",26,-445.002628323993,60,0.054270327123262,0
"2i",26,-662.116374041069,80,0.0317718051749096,0
"2ni",26,-637.155920859976,80,-0.000245297518064482,0
"3i",26,-137.367362393567,80,0.0187760696652547,0
"3ni",26,-624.498964362366,80,0.0261119300805653,0
"4i",26,-94.310911460661,80,0.0134260065069428,0
"4ni",26,-720.222138373556,80,0.0123035240853004,0
"9ni",26,-554.628488363752,80,0.00240677683258794,0
"2i",27,-288.766740306431,40,-3.25706254313918e-30,0
"2ni",27,-326.220683864065,40,1.90898020352878e-38,0
"3i",27,-316.065702632202,40,1.97497354249429e-41,0
"3ni",27,-283.015739156033,40,8.83074564122534e-41,0
"4i",27,-104.546836814463,40,-1.56189244052902e-46,0
"4ni",27,-337.995809166363,40,1.63773416231215e-38,0
"9ni",27,-257.113262126962,40,-1.06063909262571e-58,0
"2i",27,-413.704094236729,60,1.84044401310471e-32,0
"2ni",27,-403.140367509966,60,-2.07862772993887e-26,0
"3i",27,-424.565802086497,60,-2.88896209895439e-36,0
"3ni",27,-418.759874641498,60,1.00703457257192e-32,0
"4i",27,-412.105964865345,60,-1.4805208097011e-40,0
"4ni",27,-412.28823456792,60,-1.2228186747545e-38,0
"9ni",27,-301.47422874576,60,3.52546515006069e-38,0
"2i",27,-578.138868772357,80,-1.34478017548528e-25,0
"2ni",27,-596.413575407807,80,-1.31436077551998e-18,0
"3i",27,-410.809532237162,80,-1.69206320919291e-37,0
"3ni",27,-601.482883967114,80,-3.62576133360921e-21,0
"4i",27,-612.014353073946,80,4.31991051025669e-35,0
"4ni",27,-601.291697353931,80,4.36320996695315e-25,0
"9ni",27,-497.627366557167,80,-2.77604615875449e-29,0
"2i",28,-342.403275379586,40,-0.00513495354262626,0
"2ni",28,-347.996341645778,40,0.00124801174443731,0
"3i",28,-196.913021086218,40,1.64094014782578e-11,0
"3ni",28,-362.591719646675,40,-0.000129580374778958,0
"4i",28,-147.348487790935,40,3.08058124393618e-11,0
"4ni",28,-357.748568775462,40,9.94069724156647e-05,0
"9ni",28,-236.151431349015,40,0.00640980773978035,0
"2i",28,-599.133787257234,60,-0.000946791619210095,0
"2ni",28,-602.968437502423,60,-0.000217825533187304,0
"3i",28,-432.662773594755,60,2.28800725221775e-06,0
"3ni",28,-630.503357060447,60,-2.62259197021951e-05,0
"4i",28,-372.057510893985,60,1.85534109271254e-06,0
"4ni",28,-623.314085831964,60,-0.000361290190347908,0
"9ni",28,-516.655278226358,60,0.000816087807180595,0
"2i",28,-785.310752469483,80,0.0008709172093451,0
"2ni",28,-785.342362479091,80,0.00075352276032942,0
"3i",28,-786.504818340817,80,0.008119483225742,0
"3ni",28,-819.955756927352,80,0.000295889331475712,0
"4i",28,-747.082693463425,80,5.11745715503304e-05,0
"4ni",28,-815.844074890832,80,5.10319144775222e-05,0
"9ni",28,-729.557564388312,80,0.000850737252893523,0
"2i",29,52.5211553719697,40,-0.00329813665717779,0
"2ni",29,68.2065159982572,40,-1.19629145044043e-19,0
"3i",29,71.3455886422705,40,7.8745920016057e-22,0
"3ni",29,74.2354850132211,40,0.0029078052326747,0
"4i",29,92.9603266496698,40,7.0824465165186e-27,0
"4ni",29,82.4143771370677,40,0.000383355762562642,0
"9ni",29,116.809551213905,40,-2.05108862621385e-50,0
"2i",29,-26.7016387011958,60,-0.000104133568899655,0
"2ni",29,-0.525546332874185,60,-3.35960796570935e-06,0
"3i",29,-16.2943840055976,60,6.76058341680362e-15,0
"3ni",29,-6.36284660020168,60,-0.000956487103949187,0
"4i",29,0.0755924417458402,60,-2.89106432919562e-18,0
"4ni",29,4.67151591093341,60,0.0017659679442384,0
"9ni",29,44.637401958609,60,-2.03577246645032e-21,0
"2i",29,-194.224250743274,80,0.00826833907410788,0
"2ni",29,-163.121967651386,80,-7.8160782509637e-05,0
"3i",29,-199.251937103542,80,-1.41834813406328e-11,0
"3ni",29,-185.423208822136,80,-0.000643057177552999,0
"4i",29,-195.631212702255,80,-1.23450924144045e-12,0
"4ni",29,-183.813777858462,80,0.0040134163326246,0
"9ni",29,-123.825085963958,80,-0.01384167691889,0
"2i",30,-119.81034011353,40,0.0330347320739561,0
"2ni",30,-123.718870148606,40,0.0353415532186321,0
"3i",30,-124.416603644235,40,0.0196401192313958,0
"3ni",30,-149.513192507085,40,0.0586598116060603,0
"4i",30,-123.989629243414,40,0.0497251988065119,0
"4ni",30,-135.790832462074,40,-0.0186407151529449,0
"9ni",30,-4.69749193484967,40,-0.0211129933684758,0
"2i",30,-241.227438000162,60,0.0161085707540523,0
"2ni",30,-245.225213474928,60,0.0164159276915314,0
"3i",30,-247.885780942946,60,0.0161668027280951,0
"3ni",30,-277.736567039799,60,0.00642765739260026,0
"4i",30,-223.019899447074,60,0.0355310632930641,0
"4ni",30,-262.500792771851,60,0.0293875196703264,0
"9ni",30,-79.6575327594464,60,0.0395539747166918,0
"2i",30,-237.772477187031,80,0.0362258219106706,0
"2ni",30,-240.401485830089,80,0.04783774246168,0
"3i",30,-243.226696701466,80,0.129451227701571,0
"3ni",30,-296.90820244701,80,0.0556674958480736,0
"4i",30,-294.389492376185,80,0.106967069990851,0
"4ni",30,-296.448597004076,80,0.161530551323211,0
"9ni",30,-91.0035349129184,80,0.28126800825184,0
