window,width,fold_id,rs_id,ssm,lr,xgb
0,15,4,7,0.4714989976665564,0.41160085230955956,0.37772912618420024
0,15,0,8,0.30466914927941036,0.37455579627049335,0.3156627934786046
0,15,1,8,0.35937868834380376,0.395752354916601,0.27473736337565446
0,15,2,8,0.19836979839015384,0.21988297757314046,0.213754163031542
0,15,3,8,0.4734940996106261,0.39434355232758794,0.20771396405105205
0,15,4,8,0.49549452968044966,0.4148434175869683,0.3835936781433853
0,15,0,9,0.2603949259674232,0.2576107831513005,0.26968052045813157
0,15,1,9,0.5102543174851625,0.4524545993156562,0.4028802466514056
0,15,2,9,0.469674558621555,0.4046756979393857,0.3536623382219906
0,15,3,9,0.36828507717403564,0.44725494090295365,0.4370982217067019
0,15,4,9,0.30202656435319913,0.23578289981740047,0.17292109003228845
0,30,0,10,0.5256826308676844,0.44333907871965567,0.479875866775487
0,30,1,10,0.2760548379614087,0.2925849750983657,0.2311753700217138
0,30,2,10,0.1770203760013481,0.2288336841298292,0.22702828239454392
0,30,3,10,0.5168005422395998,0.498251390254834,0.4010808984158509
0,30,4,10,0.35636415380495867,0.36868002841334435,0.33314202129744513
0,30,0,11,0.2756192594070252,0.36387428347789574,0.3223075234116833
0,30,1,11,0.3236929026108831,0.32855861899791505,0.22252791597952495
0,30,2,11,0.4999044656202919,0.4629656646145428,0.41418888338323484
0,30,3,11,0.544047058402141,0.5069808899243311,0.4410738751643278
0,30,4,11,0.37621247509445427,0.33589722145856216,0.3125416257948727
0,30,0,12,0.31866257813846866,0.3880810471204141,0.35577628485949725
0,30,1,12,0.3540394340229901,0.305447196929458,0.2803628472769387
0,30,2,12,0.48381101494988366,0.45947321695684173,0.18461593343381008
0,30,3,12,0.35961656585691715,0.3704811557850791,0.3433906034629585
0,30,4,12,0.5320474764998807,0.5185259089473916,0.45454257819429106
0,30,0,13,0.264382552604523,0.2579465817499251,0.28537731356180884
0,30,1,13,0.3584396649052178,0.37863575243664604,0.3290144801247623
0,30,2,13,0.5714558351566552,0.610667776909396,0.5093975600330956
0,30,3,13,0.5416283605697888,0.3954363020000922,0.3308659561953116
0,30,4,13,0.3015326444333803,0.31588481729578854,0.24709271631914623
0,30,0,14,0.4307932040512748,0.3907732818930853,0.338596440248879
0,30,1,14,0.3056041994319062,0.353373477263,0.30113287641458275
0,30,2,14,0.5322077598944515,0.44108457715825455,0.3555262029551817
0,30,3,14,0.34159785610425375,0.28830863526757405,0.2968651663835592
0,30,4,14,0.33588389424136644,0.40143752297993396,0.24504914377769868
0,30,0,15,0.436518769890833,0.44947732695051545,0.40075564575234074
0,30,1,15,0.29641635405627303,0.3008304267857835,0.2660747243901398
0,30,2,15,0.513416668488219,0.4460887032650769,0.404414860408328
0,30,3,15,0.4714367834159993,0.43572214929539516,0.41622813635128253
0,30,4,15,0.13537819912660096,0.1082588774860204,0.09364430581154556
0,30,0,1,0.14847249293656972,0.1877654947956896,0.18526029235119787
0,30,1,1,0.5389851646923631,0.5070672080027319,0.33051371873506746
0,30,2,1,0.32955125095000154,0.3993560534627813,0.3702674720284866
0,30,3,1,0.32141165537209276,0.3009277453455923,0.2776173261978205
0,30,4,1,0.5255069621888925,0.4259403664792831,0.36907428453962304
0,30,0,2,0.2107392509965761,0.23175054074801346,0.20839435830096664
0,30,1,2,0.3338908013561713,0.35805879345893,0.34565758242872935
0,30,2,2,0.47619838885322635,0.41672464516975494,0.36768420098425575
0,30,3,2,0.5795249562686235,0.5152448850186435,0.3128591678470747
0,30,4,2,0.325029780816871,0.36065445677382807,0.26695409125718844
0,30,0,3,0.48977208881621287,0.4148147181710701,0.3036817486309068
0,30,1,3,0.459958275791081,0.4449505442405654,0.4413743518212404
0,30,2,3,0.3181104156999326,0.250501535631343,0.22818263275141717
0,30,3,3,0.34573984379722894,0.4146771914099279,0.40073578601038484
0,30,4,3,0.44770528337199994,0.39161314136045206,0.2941878475222058
0,30,0,4,0.4654387127574438,0.3715456832530193,0.28444689186105787
0,30,1,4,0.4410166388265112,0.41583322003873563,0.38409838173863464
0,30,2,4,0.4995134564387059,0.48787978347331123,0.41908495028512016
0,30,3,4,0.27565960129934586,0.3134534570316963,0.29892323694687084
0,30,4,4,0.28377774806018835,0.372702113834151,0.23027480672348827
0,30,0,5,0.27299470651848956,0.3105175504696877,0.27665509945866884
0,30,1,5,0.4740330349121482,0.46406069087669355,0.45123071754683014
0,30,2,5,0.4707467286423709,0.4170612011608404,0.39874379549927097
0,30,3,5,0.4591250434788871,0.46606954984645677,0.3177366279229509
0,30,4,5,0.40710864157863874,0.3449009872355301,0.35357829207237085
0,30,0,6,0.5721825410380358,0.5614163317236681,0.3197543785054642
0,30,1,6,0.2933534875476192,0.373946905347885,0.33784035120151734
0,30,2,6,0.2709491648204958,0.31401489066182786,0.30402043227877185
0,30,3,6,0.45231149042573093,0.393141970443,0.2772459304626726
0,30,4,6,0.2960910703758432,0.3581564672184241,0.31978586416896404
0,30,0,7,0.2893438202723215,0.27328248347021644,0.2844662724059559
0,30,1,7,0.3141878684060681,0.37335634839681886,0.26724277546486735
0,30,2,7,0.44823606070842065,0.4878322314870959,0.5086178262544652
0,30,3,7,0.40608438855307144,0.3339053905631787,0.2777361606160146
0,30,4,7,0.5022161775422735,0.42600863196580324,0.3578655830263374
0,30,0,8,0.29753479502270935,0.3940129684593553,0.3490722058635946
0,30,1,8,0.3123224667934776,0.3927020868317439,0.3065244911809562
0,30,2,8,0.27109944993311597,0.278900806872105,0.2399855857699452
0,30,3,8,0.5325957502346017,0.45025085813185844,0.2443555621854382
0,30,4,8,0.5187275456446975,0.4149359797166898,0.3853974032567589
0,30,0,9,0.20896702852762972,0.23242439193916917,0.2486475694029033
0,30,1,9,0.5414191773609554,0.5198204395528677,0.4918421480280126
0,30,2,9,0.4889011393801443,0.4227443070722685,0.34400257425889513
0,30,3,9,0.3565689465837723,0.43468575904414963,0.4067250938590775
0,30,4,9,0.29578507474517823,0.29614473196842106,0.19186943777928972
0,45,0,10,0.5967932426338746,0.4293256753680126,0.4367530362552587
0,45,1,10,0.2409511442231602,0.278667183509287,0.2226751155569361
0,45,2,10,0.16858746915131723,0.19770698752463114,0.18841467085772207
0,45,3,10,0.48167845063988846,0.5555776271097903,0.4513468520091746
0,45,4,10,0.27607160192729135,0.3799484468636221,0.33767446765429765
0,45,0,11,0.2788695909437526,0.35395119471144654,0.3326637073649861
0,45,1,11,0.3230894287610688,0.3752412180372501,0.27619282982454185
0,45,2,11,0.5057585488855161,0.49741019734211256,0.4620941027025346
0,45,3,11,0.543699176170441,0.5035402168773575,0.4411798755014753
0,45,4,11,0.3711578971558377,0.35474261402693597,0.332313493614216
0,45,0,12,0.3287349045067207,0.3975710815973681,0.3938888280435234
0,45,1,12,0.23705163969668402,0.28466425501769493,0.25770835288007865
0,45,2,12,0.5267015007351089,0.545812652296342,0.23996052385478567
0,45,3,12,0.3449396164852969,0.4077675681152502,0.3538910494016026
